product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
0,2254,2017-05-16,0.0,Cancelled,,,,,205.84,,
10,2850,2017-06-10,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2005-12-07
24,495,2017-07-29,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2016-11-22
53,1617,2017-12-04,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
80,1639,2017-04-12,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1991-07-10
5,2897,2017-08-24,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29
84,1731,2017-05-23,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2016-12-06
88,2057,2017-06-05,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2000-11-03
55,1468,2017-07-29,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21
64,233,2017-05-29,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18
68,50,2017-04-27,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2000-05-22
35,2369,2017-12-29,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,2008-03-19
41,3093,2017-05-17,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1996-04-05
17,320,2017-02-16,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09
43,1910,2017-12-13,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2004-08-07
88,99,2017-09-04,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-16
4,1102,2017-02-28,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2003-03-18
52,482,2017-01-26,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25
44,2401,2017-12-08,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09
23,1395,2017-10-04,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2000-11-03
25,437,2017-07-12,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1999-06-23
45,2826,2017-10-25,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12
48,1184,2017-02-22,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28
93,2032,2017-06-23,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2004-01-16
80,2349,2017-07-25,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18
17,135,2017-01-09,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09
49,2438,2017-12-03,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-02-09
12,160,2017-09-28,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17
11,818,2017-10-25,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04
49,934,2017-12-30,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-10-04
16,470,2017-03-17,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09
0,667,2017-01-07,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15
7,419,2017-09-15,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28
81,2100,2017-12-12,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10
88,2426,2017-08-31,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2000-11-03
8,34,2017-07-01,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16
38,2384,2017-05-08,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2007-08-04
30,1607,2017-12-29,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,2003-03-18
17,2813,2017-06-09,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2010-05-05
9,2839,2017-10-20,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07
54,1839,2017-04-01,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1992-10-02
15,3324,2017-11-29,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1993-10-02
67,917,2017-06-05,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22
39,1073,2017-04-25,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2008-03-19
19,2759,2017-08-16,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1999-06-23
97,1107,2017-04-07,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07
6,140,2017-01-07,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07
62,686,2017-06-26,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2016-02-04
66,2775,2017-12-18,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2016-12-06
35,1880,2017-10-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14
77,1129,2017-12-04,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1991-07-10
40,2498,2017-12-23,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21
81,504,2017-03-25,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2006-10-01
68,1579,2017-01-25,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1995-10-24
96,976,2017-07-06,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10
81,564,2017-08-16,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04
34,235,2017-06-07,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18
99,3020,2017-05-13,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1997-02-09
58,533,2017-07-08,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18
38,2977,2017-10-04,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16
0,1173,2017-09-01,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07
59,727,2017-07-27,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20
19,1071,2017-11-07,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29
96,2215,2017-12-11,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2004-01-16
35,2302,2017-08-31,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,2011-03-16
10,1832,2017-07-12,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2007-08-04
12,1882,2017-08-24,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17
80,794,2017-04-05,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2015-08-10
33,931,2017-04-05,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1997-05-10
11,2174,2017-09-04,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05
91,2650,2017-03-04,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,2004-01-16
74,2359,2017-06-10,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2001-11-25
80,2848,2017-05-11,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1998-12-16
0,1470,2017-04-28,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10
84,2134,2017-09-19,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18
41,2911,2017-03-22,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10
72,718,2017-09-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2004-07-25
4,3252,2017-04-11,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17
96,2815,2017-01-08,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10
43,1681,2017-12-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2013-09-16
9,2711,2017-10-11,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07
7,806,2017-10-21,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2005-12-07
68,2678,2017-07-21,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20
3,1639,2017-06-30,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-29
44,2513,2017-08-26,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09
14,2369,2017-02-10,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2013-03-12
92,3395,2017-12-21,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05
71,1033,2017-01-28,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,2003-09-09
31,3247,2017-08-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1995-12-19
27,2629,2017-04-10,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12
34,3463,2017-01-30,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18
27,3034,2017-08-01,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1992-10-11
50,3267,2017-07-27,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1994-07-12
85,355,2017-03-15,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1999-07-26
19,3115,2017-03-20,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08
17,1382,2017-05-01,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20
83,3257,2017-04-24,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1997-08-25
1,354,2017-10-24,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14
82,3314,2017-05-23,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-02
0,469,2017-02-05,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08
53,645,2017-06-20,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04
15,34,2017-08-22,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07
58,3149,2017-07-28,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1998-12-17
21,565,2017-02-22,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,2011-05-07
80,1573,2017-05-11,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2013-09-16
45,1421,2017-07-16,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12
74,1726,2017-09-04,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28
85,990,2017-12-19,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1997-08-25
60,2796,2017-02-25,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24
23,2759,2017-03-27,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02
89,1508,2017-08-28,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2016-03-29
14,1634,2017-12-01,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05
7,2901,2017-05-15,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2007-08-04
5,1275,2017-04-11,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1998-12-16
37,983,2017-05-23,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20
27,1729,2017-03-04,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12
0,1147,2017-06-11,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2014-03-03
25,166,2017-02-01,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04
36,1930,2017-08-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11
41,1273,2017-04-07,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1999-06-23
0,2597,2017-12-25,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,2012-06-04
26,3365,2017-08-15,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26
44,586,2017-02-21,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09
0,1611,2017-09-27,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1994-07-12
0,230,2017-10-23,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04
0,2163,2017-03-09,0.0,Approved,,,,,605.54,,
15,3384,2017-04-27,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07
77,1658,2017-01-14,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1997-01-25
59,3135,2017-02-27,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20
10,3268,2017-08-20,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1994-08-10
66,1456,2017-12-22,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1995-10-24
12,2786,2017-04-11,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17
88,1932,2017-08-18,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2005-05-10
61,1269,2017-04-18,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2013-09-16
48,369,2017-08-28,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2001-11-25
45,2735,2017-08-04,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2011-04-16
100,685,2017-09-19,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06
0,2912,2017-05-02,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08
4,1288,2017-09-21,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2011-08-29
25,3146,2017-10-18,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2011-01-10
37,2508,2017-08-04,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1998-12-17
34,2092,2017-03-28,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17
1,1671,2017-11-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14
27,3211,2017-07-12,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1999-07-20
69,3084,2017-03-06,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1995-10-24
76,3454,2017-08-31,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10
40,2772,2017-10-18,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1999-12-04
79,1114,2017-01-03,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09
40,970,2017-11-27,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21
16,127,2017-01-03,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09
97,631,2017-04-25,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29
64,2434,2017-02-17,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18
24,3001,2017-05-14,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07
0,1237,2017-11-11,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02
42,2883,2017-04-02,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1993-04-12
57,2385,2017-07-24,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21
85,2667,2017-08-29,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2005-05-10
54,1676,2017-08-09,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2015-08-10
88,3045,2017-10-01,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2002-10-10
9,3410,2017-05-03,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07
71,2356,2017-06-03,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24
38,1493,2017-05-23,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15
16,1446,2017-02-22,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09
91,1406,2017-07-16,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2004-07-25
86,3360,2017-03-12,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07
0,2099,2017-03-25,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2015-08-02
8,2646,2017-02-16,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2003-08-05
92,165,2017-09-24,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2004-01-16
83,641,2017-01-05,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16
92,1179,2017-07-26,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1996-04-05
15,1127,2017-08-16,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07
72,2591,2017-01-28,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18
54,1860,2017-05-09,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2003-07-21
2,145,2017-11-24,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02
49,1013,2017-09-26,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20
38,2576,2017-05-24,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16
43,3339,2017-04-23,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04
35,629,2017-10-23,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14
78,1517,2017-05-23,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25
96,198,2017-07-25,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10
68,1951,2017-04-06,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1992-10-02
44,2327,2017-05-19,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09
5,1411,2017-08-22,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29
0,1405,2017-11-05,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2011-08-29
4,3354,2017-03-19,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2004-08-17
55,3157,2017-10-31,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1991-01-21
28,1944,2017-07-22,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2016-07-09
40,2874,2017-09-21,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02
78,3439,2017-08-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-08-07
0,2234,2017-04-04,0.0,Approved,,,,,756.31,,
84,690,2017-08-08,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2015-08-02
10,2583,2017-09-29,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03
0,86,2017-06-21,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2005-10-22
70,72,2017-08-10,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2000-05-22
1,1762,2017-05-23,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02
94,3397,2017-05-28,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09
44,2386,2017-11-22,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09
49,177,2017-07-07,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20
47,732,2017-06-22,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-01
34,3052,2017-11-06,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18
95,1731,2017-11-17,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2004-08-07
9,3048,2017-04-20,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07
77,2719,2017-12-20,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10
23,3250,2017-06-10,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2003-01-05
90,343,2017-05-27,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10
0,215,2017-10-09,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2015-06-17
6,2372,2017-08-24,1.0,Cancelled,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07
61,3465,2017-07-29,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1998-12-16
16,1234,2017-07-29,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09
15,1669,2017-11-01,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2011-08-24
87,1897,2017-02-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1998-12-16
96,2016,2017-05-02,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1994-08-10
56,2606,2017-09-18,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02
93,1519,2017-10-09,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1997-05-10
58,1194,2017-08-06,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18
30,1482,2017-05-07,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10
79,3294,2017-10-29,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09
6,1165,2017-02-25,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10
71,2152,2017-07-05,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24
53,2142,2017-07-12,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
75,690,2017-01-25,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1997-01-25
96,2191,2017-02-08,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1991-05-06
10,1398,2017-08-14,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1994-08-10
95,385,2017-05-04,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2015-08-02
6,2465,2017-04-26,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2016-07-09
3,2046,2017-05-08,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1999-12-04
18,2478,2017-04-04,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12
12,365,2017-02-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25
35,259,2017-12-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14
0,1640,2017-02-27,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1992-10-11
73,2383,2017-02-18,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31
6,346,2017-04-26,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-07
40,2538,2017-10-25,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1993-06-23
54,457,2017-04-03,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1991-11-10
69,2407,2017-08-04,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1997-01-25
50,3498,2017-02-21,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16
28,1120,2017-10-28,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05
53,1047,2017-01-16,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09
81,1812,2017-04-14,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10
74,503,2017-07-14,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2006-05-22
1,713,2017-03-16,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14
90,142,2017-04-16,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10
80,803,2017-06-17,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18
13,695,2017-03-04,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16
58,2220,2017-03-30,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1998-12-17
10,1830,2017-04-04,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31
80,529,2017-01-15,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2004-08-07
52,1428,2017-12-06,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07
56,2498,2017-06-13,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-02
21,2222,2017-11-01,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05
16,386,2017-07-18,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09
96,2288,2017-12-01,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09
17,210,2017-06-10,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2010-11-05
0,2679,2017-10-06,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23
37,1029,2017-03-08,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20
99,3095,2017-11-24,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-25
49,375,2017-09-30,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1991-01-21
38,1572,2017-10-09,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2014-07-28
18,911,2017-11-04,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12
60,2548,2017-08-04,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24
80,2103,2017-06-07,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25
1,3233,2017-10-11,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2003-02-07
52,2472,2017-10-06,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2006-11-10
0,1759,2017-06-17,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22
90,1315,2017-05-07,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1999-07-26
93,539,2017-07-22,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02
97,27,2017-04-08,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29
14,1978,2017-01-20,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05
2,3455,2017-06-27,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15
