customer_id,recency,frequency,monetary,R_rank,F_rank,M_rank,RFM_Score,segment,Cluster
490,54,9,9886.75,5,6,9,20,Loyal Customers,3
491,69,7,6140.67,4,5,6,15,Potential Loyalist,3
492,90,4,5248.15,3,2,5,10,At Risk,1
493,76,3,607.78,4,1,1,6,Lost Customers,1
494,134,2,2288.8999999999996,2,1,1,4,Lost Customers,1
495,129,6,6120.139999999999,2,4,6,12,At Risk,3
496,46,4,3612.19,6,2,2,10,At Risk,0
497,60,4,2772.15,5,2,2,9,Lost Customers,1
498,8,7,9834.95,10,5,9,24,Loyal Customers,2
499,56,11,8960.43,5,7,9,21,Loyal Customers,3
500,25,8,9381.92,7,6,9,22,Loyal Customers,2
501,183,3,2476.2,1,1,1,3,Lost Customers,1
502,167,4,3572.03,1,2,2,5,Lost Customers,1
503,84,3,2643.58,3,1,2,6,Lost Customers,1
504,137,8,7145.67,2,6,7,15,Potential Loyalist,3
505,15,5,6456.41,9,3,6,18,Potential Loyalist,0
506,57,10,14208.25,5,7,10,22,Loyal Customers,2
507,37,7,7567.66,6,5,8,19,Potential Loyalist,2
508,156,4,5351.73,1,2,5,8,Lost Customers,1
509,90,6,6017.45,3,4,6,13,At Risk,3
510,60,2,3333.38,5,1,2,8,Lost Customers,1
511,12,4,2708.2999999999997,9,2,2,13,At Risk,0
512,96,4,4233.95,3,2,3,8,Lost Customers,1
513,15,5,5958.04,9,3,6,18,Potential Loyalist,0
514,124,5,7401.06,2,3,7,12,At Risk,3
515,15,8,11033.65,9,6,10,25,Best Customers,2
516,20,10,9021.7,8,7,9,24,Loyal Customers,2
517,11,6,5083.11,9,4,4,17,Potential Loyalist,0
518,262,3,3288.99,1,1,2,4,Lost Customers,1
519,56,4,4470.85,5,2,4,11,At Risk,1
520,17,5,2566.04,8,3,1,12,At Risk,0
521,155,2,1849.5700000000002,1,1,1,3,Lost Customers,1
522,42,4,3520.19,6,2,2,10,At Risk,0
523,19,6,6485.21,8,4,6,18,Potential Loyalist,0
524,139,7,6400.86,2,5,6,13,At Risk,3
525,120,8,10372.68,2,6,10,18,Potential Loyalist,3
526,155,3,2674.66,1,1,2,4,Lost Customers,1
527,44,2,2476.84,6,1,1,8,Lost Customers,0
528,135,6,7636.76,2,4,8,14,At Risk,3
529,13,6,6036.22,9,4,6,19,Potential Loyalist,0
530,163,3,2816.79,1,1,2,4,Lost Customers,1
531,62,5,4164.33,4,3,3,10,At Risk,1
532,29,5,5725.47,7,3,5,15,Potential Loyalist,0
533,3,6,8210.1,10,4,8,22,Loyal Customers,2
534,7,8,8223.81,10,6,8,24,Loyal Customers,2
535,74,2,1679.29,4,1,1,6,Lost Customers,1
536,33,3,3876.23,7,1,3,11,At Risk,0
537,50,3,2906.29,5,1,2,8,Lost Customers,1
538,5,6,7716.14,10,4,8,22,Loyal Customers,2
539,37,8,7188.39,6,6,7,19,Potential Loyalist,2
540,80,6,4419.63,3,4,4,11,At Risk,1
541,138,5,6244.03,2,3,6,11,At Risk,3
542,39,6,6399.45,6,4,6,16,Potential Loyalist,3
543,1,5,4605.8,10,3,4,17,Potential Loyalist,0
544,174,4,4228.66,1,2,3,6,Lost Customers,1
545,7,6,8697.36,10,4,9,23,Loyal Customers,2
546,38,5,7164.9,6,3,7,16,Potential Loyalist,3
547,75,6,5913.53,4,4,6,14,At Risk,3
548,11,7,7497.25,9,5,8,22,Loyal Customers,2
549,41,8,7971.78,6,6,8,20,Loyal Customers,2
550,15,5,4546.57,9,3,4,16,Potential Loyalist,0
551,153,4,3722.38,1,2,3,6,Lost Customers,1
552,160,4,2960.2700000000004,1,2,2,5,Lost Customers,1
553,20,6,6913.18,8,4,7,19,Potential Loyalist,2
554,39,3,2306.3799999999997,6,1,1,8,Lost Customers,0
555,166,4,5261.73,1,2,5,8,Lost Customers,1
556,10,5,6960.33,9,3,7,19,Potential Loyalist,2
557,182,2,1834.45,1,1,1,3,Lost Customers,1
558,36,6,5672.88,6,4,5,15,Potential Loyalist,0
559,7,4,4129.68,10,2,3,15,Potential Loyalist,0
560,42,6,7033.26,6,4,7,17,Potential Loyalist,3
561,29,6,5776.22,7,4,5,16,Potential Loyalist,0
562,37,5,3686.94,6,3,3,12,At Risk,0
563,34,7,5492.75,7,5,5,17,Potential Loyalist,0
564,12,6,7415.54,9,4,7,20,Loyal Customers,2
565,105,10,12454.34,2,7,10,19,Potential Loyalist,3
566,53,3,2893.23,5,1,2,8,Lost Customers,1
567,61,4,1621.62,5,2,1,8,Lost Customers,1
568,92,7,5025.95,3,5,4,12,At Risk,3
569,99,4,7560.33,3,2,8,13,At Risk,3
570,36,6,6987.99,6,4,7,17,Potential Loyalist,3
571,73,3,3718.5299999999997,4,1,3,8,Lost Customers,1
572,14,6,5372.65,9,4,5,18,Potential Loyalist,0
573,106,2,2449.81,2,1,1,4,Lost Customers,1
574,278,4,4757.79,1,2,4,7,Lost Customers,1
575,249,2,1998.31,1,1,1,3,Lost Customers,1
576,8,6,9475.42,10,4,9,23,Loyal Customers,2
577,3,11,10515.0,10,7,10,27,Best Customers,2
578,200,7,6301.1,1,5,6,12,At Risk,3
579,53,9,10450.34,5,6,10,21,Loyal Customers,3
580,25,5,4456.28,7,3,4,14,At Risk,0
581,54,4,5597.1900000000005,5,2,5,12,At Risk,0
582,150,4,4163.0599999999995,1,2,3,6,Lost Customers,1
583,32,4,4129.98,7,2,3,12,At Risk,0
584,133,4,3399.5199999999995,2,2,2,6,Lost Customers,1
585,98,6,6998.68,3,4,7,14,At Risk,3
586,91,3,4165.02,3,1,3,7,Lost Customers,1
587,54,6,6833.56,5,4,7,16,Potential Loyalist,3
588,20,5,6053.33,8,3,6,17,Potential Loyalist,0
589,11,3,3259.93,9,1,2,12,At Risk,0
590,44,11,13200.69,6,7,10,23,Loyal Customers,2
591,222,2,1083.8,1,1,1,3,Lost Customers,1
592,200,4,3192.94,1,2,2,5,Lost Customers,1
593,2,6,5682.77,10,4,5,19,Potential Loyalist,0
594,34,9,11996.12,7,6,10,23,Loyal Customers,2
595,185,3,3268.42,1,1,2,4,Lost Customers,1
596,86,3,4864.71,3,1,4,8,Lost Customers,1
597,62,5,4299.400000000001,4,3,3,10,At Risk,1
598,132,7,5976.1900000000005,2,5,6,13,At Risk,3
599,116,5,7250.75,2,3,7,12,At Risk,3
600,207,3,3893.54,1,1,3,5,Lost Customers,1
601,59,5,5216.139999999999,5,3,5,13,At Risk,3
602,78,5,5591.28,4,3,5,12,At Risk,3
603,50,7,8284.07,5,5,8,18,Potential Loyalist,3
604,70,6,8162.76,4,4,8,16,Potential Loyalist,3
605,3,8,9180.130000000001,10,6,9,25,Best Customers,2
606,56,6,6229.09,5,4,6,15,Potential Loyalist,3
607,59,9,11867.92,5,6,10,21,Loyal Customers,3
608,86,8,9260.29,3,6,9,18,Potential Loyalist,3
609,37,4,3937.44,6,2,3,11,At Risk,0
610,47,9,8135.95,5,6,8,19,Potential Loyalist,3
611,4,8,10622.380000000001,10,6,10,26,Best Customers,2
612,88,3,2927.5299999999997,3,1,2,6,Lost Customers,1
613,4,6,5898.85,10,4,6,20,Loyal Customers,0
614,19,9,8557.0,8,6,9,23,Loyal Customers,2
615,43,4,6230.81,6,2,6,14,At Risk,0
616,93,4,5439.8099999999995,3,2,5,10,At Risk,1
617,21,4,3343.8599999999997,8,2,2,12,At Risk,0
618,309,2,2207.71,1,1,1,3,Lost Customers,1
619,66,7,7042.71,4,5,7,16,Potential Loyalist,3
620,104,8,5422.25,2,6,5,13,At Risk,3
621,3,9,11872.470000000001,10,6,10,26,Best Customers,2
622,267,3,4498.0,1,1,4,6,Lost Customers,1
623,94,3,5060.18,3,1,4,8,Lost Customers,1
624,91,3,5079.93,3,1,4,8,Lost Customers,1
625,17,6,5688.67,8,4,5,17,Potential Loyalist,0
626,55,9,8102.299999999999,5,6,8,19,Potential Loyalist,3
627,59,5,6786.53,5,3,7,15,Potential Loyalist,3
628,55,5,5519.54,5,3,5,13,At Risk,3
629,65,8,6490.53,4,6,6,16,Potential Loyalist,3
630,54,7,9406.55,5,5,9,19,Potential Loyalist,3
631,17,6,3211.98,8,4,2,14,At Risk,0
632,42,3,3911.85,6,1,3,10,At Risk,0
633,2,7,7054.02,10,5,7,22,Loyal Customers,2
634,18,7,6314.139999999999,8,5,6,19,Potential Loyalist,2
635,40,6,3988.82,6,4,3,13,At Risk,0
636,20,7,7808.71,8,5,8,21,Loyal Customers,2
637,8,13,13899.73,10,7,10,27,Best Customers,2
638,61,8,10198.93,5,6,10,21,Loyal Customers,3
639,9,6,5831.55,9,4,6,19,Potential Loyalist,0
640,11,8,11141.29,9,6,10,25,Best Customers,2
641,203,4,3853.34,1,2,3,6,Lost Customers,1
642,25,7,5304.37,7,5,5,17,Potential Loyalist,0
643,198,4,5034.78,1,2,4,7,Lost Customers,1
644,158,3,1808.74,1,1,1,3,Lost Customers,1
645,117,7,9008.59,2,5,9,16,Potential Loyalist,3
646,111,4,4809.5199999999995,2,2,4,8,Lost Customers,1
647,43,9,10703.609999999999,6,6,10,22,Loyal Customers,2
648,58,7,8410.93,5,5,8,18,Potential Loyalist,3
649,12,5,1718.19,9,3,1,13,At Risk,0
650,51,6,7082.77,5,4,7,16,Potential Loyalist,3
651,19,3,5028.17,8,1,4,13,At Risk,0
652,6,9,10240.87,10,6,10,26,Best Customers,2
653,38,5,4502.58,6,3,4,13,At Risk,0
654,29,3,3391.62,7,1,2,10,At Risk,0
655,52,6,8876.49,5,4,9,18,Potential Loyalist,3
656,11,8,8438.35,9,6,8,23,Loyal Customers,2
657,176,5,4830.48,1,3,4,8,Lost Customers,1
658,98,5,5305.31,3,3,5,11,At Risk,3
659,147,3,5140.610000000001,2,1,5,8,Lost Customers,1
660,13,4,5360.139999999999,9,2,5,16,Potential Loyalist,0
661,35,6,5564.07,6,4,5,15,Potential Loyalist,0
662,87,7,6635.87,3,5,7,15,Potential Loyalist,3
663,74,4,5447.21,4,2,5,11,At Risk,1
664,85,4,2941.31,3,2,2,7,Lost Customers,1
665,86,7,7378.3,3,5,7,15,Potential Loyalist,3
666,42,5,5173.84,6,3,5,14,At Risk,0
667,20,5,5826.33,8,3,5,16,Potential Loyalist,0
668,7,7,7399.77,10,5,7,22,Loyal Customers,2
669,9,11,12187.939999999999,9,7,10,26,Best Customers,2
670,117,4,4078.4,2,2,3,7,Lost Customers,1
671,63,6,7450.68,4,4,8,16,Potential Loyalist,3
672,51,3,4786.22,5,1,4,10,At Risk,1
673,3,5,3435.2200000000003,10,3,2,15,Potential Loyalist,0
674,116,6,6404.85,2,4,6,12,At Risk,3
675,1,3,4204.51,10,1,3,14,At Risk,0
676,34,6,6739.82,7,4,7,18,Potential Loyalist,2
677,72,5,3703.87,4,3,3,10,At Risk,1
678,95,3,2079.27,3,1,1,5,Lost Customers,1
679,63,10,8300.07,4,7,8,19,Potential Loyalist,3
680,15,4,5597.05,9,2,5,16,Potential Loyalist,0
681,8,6,5888.74,10,4,6,20,Loyal Customers,0
682,21,7,8280.35,8,5,8,21,Loyal Customers,2
683,16,5,5616.71,8,3,5,16,Potential Loyalist,0
684,43,8,6011.92,6,6,6,18,Potential Loyalist,3
685,103,6,9271.630000000001,3,4,9,16,Potential Loyalist,3
686,38,5,4622.87,6,3,4,13,At Risk,0
687,9,6,2828.68,9,4,2,15,Potential Loyalist,0
688,82,4,5647.04,3,2,5,10,At Risk,1
689,13,3,3614.25,9,1,2,12,At Risk,0
690,65,5,4511.08,4,3,4,11,At Risk,1
691,40,8,9841.22,6,6,9,21,Loyal Customers,2
692,51,9,8189.47,5,6,8,19,Potential Loyalist,3
693,11,5,6667.92,9,3,7,19,Potential Loyalist,2
694,8,5,4359.78,10,3,3,16,Potential Loyalist,0
695,17,8,10407.64,8,6,10,24,Loyal Customers,2
696,22,6,3720.1,8,4,3,15,Potential Loyalist,0
697,12,4,5888.76,9,2,6,17,Potential Loyalist,0
698,77,3,3362.66,4,1,2,7,Lost Customers,1
699,56,3,2655.81,5,1,2,8,Lost Customers,1
700,107,8,7960.03,2,6,8,16,Potential Loyalist,3
701,33,6,6285.29,7,4,6,17,Potential Loyalist,0
702,63,3,3825.6600000000003,4,1,3,8,Lost Customers,1
703,2,5,7301.150000000001,10,3,7,20,Loyal Customers,2
704,11,10,10881.81,9,7,10,26,Best Customers,2
705,12,4,2127.86,9,2,1,12,At Risk,0
706,31,6,10040.5,7,4,9,20,Loyal Customers,2
707,45,6,7563.61,6,4,8,18,Potential Loyalist,3
708,176,3,3149.0299999999997,1,1,2,4,Lost Customers,1
709,147,5,5948.8099999999995,2,3,6,11,At Risk,3
710,40,6,7830.88,6,4,8,18,Potential Loyalist,3
711,84,4,3784.83,3,2,3,8,Lost Customers,1
712,62,8,9223.66,4,6,9,19,Potential Loyalist,3
713,256,4,4564.42,1,2,4,7,Lost Customers,1
714,60,8,6904.01,5,6,7,18,Potential Loyalist,3
715,159,3,4278.66,1,1,3,5,Lost Customers,1
716,13,6,6680.78,9,4,7,20,Loyal Customers,2
717,15,6,4696.91,9,4,4,17,Potential Loyalist,0
718,35,8,6777.43,6,6,7,19,Potential Loyalist,2
719,12,7,9485.32,9,5,9,23,Loyal Customers,2
720,21,10,13004.35,8,7,10,25,Best Customers,2
721,5,7,8883.609999999999,10,5,9,24,Loyal Customers,2
722,88,5,6548.61,3,3,6,12,At Risk,3
723,16,8,7012.59,8,6,7,21,Loyal Customers,2
724,24,8,9812.699999999999,8,6,9,23,Loyal Customers,2
725,4,11,13048.82,10,7,10,27,Best Customers,2
726,55,3,5134.71,5,1,5,11,At Risk,0
727,62,6,8768.09,4,4,9,17,Potential Loyalist,3
728,26,9,10919.45,7,6,10,23,Loyal Customers,2
729,2,9,14032.57,10,6,10,26,Best Customers,2
730,15,7,6529.49,9,5,6,20,Loyal Customers,2
731,135,4,3872.51,2,2,3,7,Lost Customers,1
732,65,5,6099.150000000001,4,3,6,13,At Risk,3
733,47,10,14532.51,5,7,10,22,Loyal Customers,2
734,90,3,3346.12,3,1,2,6,Lost Customers,1
735,88,4,6814.03,3,2,7,12,At Risk,3
736,12,5,5823.83,9,3,5,17,Potential Loyalist,0
737,55,7,7386.14,5,5,7,17,Potential Loyalist,3
738,70,8,8764.37,4,6,9,19,Potential Loyalist,3
739,2,10,9430.63,10,7,9,26,Best Customers,2
740,62,4,6155.53,4,2,6,12,At Risk,3
741,149,5,3482.3,1,3,2,6,Lost Customers,1
742,11,6,6918.96,9,4,7,20,Loyal Customers,2
743,90,4,4994.21,3,2,4,9,Lost Customers,1
744,24,5,4149.55,8,3,3,14,At Risk,0
745,12,4,2697.98,9,2,2,13,At Risk,0
746,44,6,4853.96,6,4,4,14,At Risk,0
747,36,2,1801.98,6,1,1,8,Lost Customers,0
748,47,9,8538.05,5,6,9,20,Loyal Customers,3
749,81,9,7591.94,3,6,8,17,Potential Loyalist,3
750,59,6,7506.73,5,4,8,17,Potential Loyalist,3
751,131,2,386.48,2,1,1,4,Lost Customers,1
752,21,8,8004.32,8,6,8,22,Loyal Customers,2
753,16,8,11935.380000000001,8,6,10,24,Loyal Customers,2
754,211,2,814.03,1,1,1,3,Lost Customers,1
755,96,3,2071.7799999999997,3,1,1,5,Lost Customers,1
756,26,6,3859.17,7,4,3,14,At Risk,0
757,73,5,3967.6,4,3,3,10,At Risk,1
758,28,2,651.02,7,1,1,9,Lost Customers,0
759,24,8,7442.61,8,6,7,21,Loyal Customers,2
760,27,9,8569.289999999999,7,6,9,22,Loyal Customers,2
761,146,5,6483.68,2,3,6,11,At Risk,3
762,86,5,3989.6800000000003,3,3,3,9,Lost Customers,1
763,75,6,6989.88,4,4,7,15,Potential Loyalist,3
764,80,3,3627.46,3,1,2,6,Lost Customers,1
765,25,10,8794.98,7,7,9,23,Loyal Customers,2
766,17,6,4962.24,8,4,4,16,Potential Loyalist,0
767,43,5,6197.59,6,3,6,15,Potential Loyalist,0
768,6,9,9425.52,10,6,9,25,Best Customers,2
769,20,8,9694.79,8,6,9,23,Loyal Customers,2
770,50,6,6789.790000000001,5,4,7,16,Potential Loyalist,3
771,125,6,5901.7,2,4,6,12,At Risk,3
772,3,5,6628.15,10,3,7,20,Loyal Customers,2
773,73,8,10334.68,4,6,10,20,Loyal Customers,3
774,144,1,1311.44,2,1,1,4,Lost Customers,1
775,59,7,6985.21,5,5,7,17,Potential Loyalist,3
776,14,9,9151.17,9,6,9,24,Loyal Customers,2
777,28,6,5113.99,7,4,5,16,Potential Loyalist,0
778,264,3,2604.18,1,1,2,4,Lost Customers,1
779,83,4,3079.5,3,2,2,7,Lost Customers,1
780,89,3,3499.7200000000003,3,1,2,6,Lost Customers,1
781,126,5,3763.4600000000005,2,3,3,8,Lost Customers,1
782,26,5,8440.67,7,3,8,18,Potential Loyalist,2
783,97,5,6170.6,3,3,6,12,At Risk,3
784,144,2,760.18,2,1,1,4,Lost Customers,1
785,19,5,2941.55,8,3,2,13,At Risk,0
786,10,7,7114.27,9,5,7,21,Loyal Customers,2
787,76,10,11292.54,4,7,10,21,Loyal Customers,3
788,40,5,4638.62,6,3,4,13,At Risk,0
789,5,8,4497.3,10,6,4,20,Loyal Customers,0
790,15,8,9306.61,9,6,9,24,Loyal Customers,2
791,124,6,6605.22,2,4,7,13,At Risk,3
792,18,6,6907.9,8,4,7,19,Potential Loyalist,2
793,2,10,12116.11,10,7,10,27,Best Customers,2
794,23,7,7832.74,8,5,8,21,Loyal Customers,2
795,19,5,5980.89,8,3,6,17,Potential Loyalist,0
796,7,7,6097.05,10,5,6,21,Loyal Customers,2
797,22,4,4668.49,8,2,4,14,At Risk,0
798,22,3,4285.05,8,1,3,12,At Risk,0
799,11,11,14399.89,9,7,10,26,Best Customers,2
800,86,6,6283.9,3,4,6,13,At Risk,3
801,183,2,1074.8,1,1,1,3,Lost Customers,1
802,96,6,7508.74,3,4,8,15,Potential Loyalist,3
803,67,6,3818.25,4,4,3,11,At Risk,1
804,42,3,3480.5,6,1,2,9,Lost Customers,0
805,123,6,6966.17,2,4,7,13,At Risk,3
806,32,4,4854.46,7,2,4,13,At Risk,0
807,81,4,4367.13,3,2,3,8,Lost Customers,1
808,124,3,3676.8199999999997,2,1,3,6,Lost Customers,1
809,46,4,3653.47,6,2,3,11,At Risk,0
810,69,4,4539.42,4,2,4,10,At Risk,1
811,175,3,1388.03,1,1,1,3,Lost Customers,1
812,198,2,1400.23,1,1,1,3,Lost Customers,1
813,51,5,4386.05,5,3,3,11,At Risk,1
814,49,3,4661.23,5,1,4,10,At Risk,1
815,28,6,7646.77,7,4,8,19,Potential Loyalist,2
816,54,3,1548.1299999999999,5,1,1,7,Lost Customers,1
817,17,5,5340.0,8,3,5,16,Potential Loyalist,0
818,41,6,6141.46,6,4,6,16,Potential Loyalist,3
819,44,5,5033.21,6,3,4,13,At Risk,0
820,4,9,7355.73,10,6,7,23,Loyal Customers,2
821,34,5,4826.39,7,3,4,14,At Risk,0
822,329,1,2005.66,1,1,1,3,Lost Customers,1
823,24,6,9755.81,8,4,9,21,Loyal Customers,2
824,10,4,6017.27,9,2,6,17,Potential Loyalist,0
825,11,6,4476.59,9,4,4,17,Potential Loyalist,0
826,5,4,4829.57,10,2,4,16,Potential Loyalist,0
827,50,8,9051.45,5,6,9,20,Loyal Customers,3
828,80,5,3777.5299999999997,3,3,3,9,Lost Customers,1
829,13,6,9236.19,9,4,9,22,Loyal Customers,2
830,150,6,6106.9400000000005,1,4,6,11,At Risk,3
831,12,5,4245.84,9,3,3,15,Potential Loyalist,0
832,18,11,12410.17,8,7,10,25,Best Customers,2
833,26,8,8852.31,7,6,9,22,Loyal Customers,2
834,19,4,3595.5299999999997,8,2,2,12,At Risk,0
835,8,8,8541.23,10,6,9,25,Best Customers,2
836,73,4,3562.2,4,2,2,8,Lost Customers,1
837,158,3,3406.25,1,1,2,4,Lost Customers,1
838,42,4,3724.8199999999997,6,2,3,11,At Risk,0
839,107,4,2550.73,2,2,1,5,Lost Customers,1
840,39,6,8144.96,6,4,8,18,Potential Loyalist,3
841,151,7,10936.2,1,5,10,16,Potential Loyalist,3
842,56,3,2614.8,5,1,2,8,Lost Customers,1
843,3,6,4090.19,10,4,3,17,Potential Loyalist,0
844,32,9,12523.55,7,6,10,23,Loyal Customers,2
845,126,3,2004.13,2,1,1,4,Lost Customers,1
846,83,3,4385.62,3,1,3,7,Lost Customers,1
847,115,4,4928.17,2,2,4,8,Lost Customers,1
848,141,4,4711.04,2,2,4,8,Lost Customers,1
849,28,6,6086.66,7,4,6,17,Potential Loyalist,0
850,35,8,7476.79,6,6,8,20,Loyal Customers,2
851,10,4,5347.0,9,2,5,16,Potential Loyalist,0
853,65,9,12711.369999999999,4,6,10,20,Loyal Customers,3
854,9,4,3992.51,9,2,3,14,At Risk,0
855,105,4,7241.66,2,2,7,11,At Risk,3
856,2,7,6845.04,10,5,7,22,Loyal Customers,2
857,25,5,6692.93,7,3,7,17,Potential Loyalist,2
858,12,6,5654.55,9,4,5,18,Potential Loyalist,0
859,19,6,6979.780000000001,8,4,7,19,Potential Loyalist,2
860,92,4,7381.19,3,2,7,12,At Risk,3
861,55,5,5226.41,5,3,5,13,At Risk,3
862,55,1,774.53,5,1,1,7,Lost Customers,1
863,70,4,2288.23,4,2,1,7,Lost Customers,1
864,47,6,8911.39,5,4,9,18,Potential Loyalist,3
865,122,7,7192.900000000001,2,5,7,14,At Risk,3
866,99,5,7599.92,3,3,8,14,At Risk,3
867,294,5,6543.92,1,3,6,10,At Risk,3
868,84,6,7529.639999999999,3,4,8,15,Potential Loyalist,3
870,101,7,6201.42,3,5,6,14,At Risk,3
871,55,8,8700.560000000001,5,6,9,20,Loyal Customers,3
872,172,1,290.62,1,1,1,3,Lost Customers,1
873,32,5,4426.2,7,3,4,14,At Risk,0
874,47,8,8569.99,5,6,9,20,Loyal Customers,3
875,64,6,6933.69,4,4,7,15,Potential Loyalist,3
876,17,3,2732.4700000000003,8,1,2,11,At Risk,0
877,18,9,9182.89,8,6,9,23,Loyal Customers,2
878,80,3,4531.79,3,1,4,8,Lost Customers,1
879,77,4,3356.34,4,2,2,8,Lost Customers,1
880,63,3,4774.51,4,1,4,9,Lost Customers,1
881,148,3,5353.86,1,1,5,7,Lost Customers,1
882,113,5,6628.360000000001,2,3,7,12,At Risk,3
883,48,4,2114.02,5,2,1,8,Lost Customers,1
884,2,5,9210.74,10,3,9,22,Loyal Customers,2
885,8,3,3628.9399999999996,10,1,2,13,At Risk,0
886,2,7,9025.03,10,5,9,24,Loyal Customers,2
887,40,8,10938.66,6,6,10,22,Loyal Customers,2
888,69,5,5750.62,4,3,5,12,At Risk,3
889,37,5,4366.950000000001,6,3,3,12,At Risk,0
890,166,4,4485.6,1,2,4,7,Lost Customers,1
891,13,4,4632.05,9,2,4,15,Potential Loyalist,0
892,91,10,9618.64,3,7,9,19,Potential Loyalist,3
893,76,7,9202.85,4,5,9,18,Potential Loyalist,3
894,49,8,7512.48,5,6,8,19,Potential Loyalist,3
895,62,3,2714.21,4,1,2,7,Lost Customers,1
896,39,4,4448.32,6,2,4,12,At Risk,0
897,130,6,7311.98,2,4,7,13,At Risk,3
898,206,1,478.16,1,1,1,3,Lost Customers,1
899,50,6,4240.0599999999995,5,4,3,12,At Risk,0
900,13,4,2446.44,9,2,1,12,At Risk,0
901,83,4,6948.22,3,2,7,12,At Risk,3
902,15,9,9408.53,9,6,9,24,Loyal Customers,2
903,17,9,10102.58,8,6,10,24,Loyal Customers,2
904,38,4,5063.82,6,2,4,12,At Risk,0
905,106,8,6801.49,2,6,7,15,Potential Loyalist,3
906,17,9,12920.289999999999,8,6,10,24,Loyal Customers,2
907,27,7,3448.87,7,5,2,14,At Risk,0
908,5,7,4679.15,10,5,4,19,Potential Loyalist,0
909,190,5,8560.51,1,3,9,13,At Risk,3
910,273,2,1932.55,1,1,1,3,Lost Customers,1
911,57,5,3792.6,5,3,3,11,At Risk,1
912,41,7,7206.52,6,5,7,18,Potential Loyalist,3
913,114,3,3591.41,2,1,2,5,Lost Customers,1
914,107,5,5533.82,2,3,5,10,At Risk,1
915,29,4,3737.5699999999997,7,2,3,12,At Risk,0
916,37,4,4884.0,6,2,4,12,At Risk,0
917,36,8,7452.88,6,6,8,20,Loyal Customers,2
918,17,5,5684.7,8,3,5,16,Potential Loyalist,0
919,81,9,10701.04,3,6,10,19,Potential Loyalist,3
920,91,6,6259.75,3,4,6,13,At Risk,3
921,45,7,10039.39,6,5,9,20,Loyal Customers,2
922,189,1,569.56,1,1,1,3,Lost Customers,1
923,33,7,6019.1900000000005,7,5,6,18,Potential Loyalist,2
924,110,8,7663.97,2,6,8,16,Potential Loyalist,3
925,13,9,10701.39,9,6,10,25,Best Customers,2
926,13,5,4212.57,9,3,3,15,Potential Loyalist,0
927,296,3,3712.1099999999997,1,1,3,5,Lost Customers,1
928,12,8,6370.69,9,6,6,21,Loyal Customers,2
929,57,5,4985.79,5,3,4,12,At Risk,0
930,148,2,1431.17,1,1,1,3,Lost Customers,1
931,71,5,6046.89,4,3,6,13,At Risk,3
932,4,6,4854.48,10,4,4,18,Potential Loyalist,0
933,1,5,7598.65,10,3,8,21,Loyal Customers,2
934,1,7,8420.86,10,5,8,23,Loyal Customers,2
935,54,7,8652.22,5,5,9,19,Potential Loyalist,3
936,33,11,15702.07,7,7,10,24,Loyal Customers,2
937,16,5,4550.33,8,3,4,15,Potential Loyalist,0
938,62,8,7614.88,4,6,8,18,Potential Loyalist,3
939,32,4,5121.02,7,2,5,14,At Risk,0
940,53,5,6172.42,5,3,6,14,At Risk,3
941,34,10,17898.46,7,7,10,24,Loyal Customers,2
942,214,2,2265.36,1,1,1,3,Lost Customers,1
943,113,6,7886.52,2,4,8,14,At Risk,3
944,134,7,4739.16,2,5,4,11,At Risk,1
945,15,7,9247.25,9,5,9,23,Loyal Customers,2
946,3,8,10866.75,10,6,10,26,Best Customers,2
947,81,5,5493.35,3,3,5,11,At Risk,3
948,101,3,3541.6,3,1,2,6,Lost Customers,1
949,89,6,6945.2699999999995,3,4,7,14,At Risk,3
950,33,7,8329.7,7,5,8,20,Loyal Customers,2
951,7,6,4934.83,10,4,4,18,Potential Loyalist,0
952,47,5,6239.17,5,3,6,14,At Risk,3
953,12,9,10996.0,9,6,10,25,Best Customers,2
954,114,4,5686.3099999999995,2,2,5,9,Lost Customers,1
955,14,7,3915.94,9,5,3,17,Potential Loyalist,0
956,174,3,3675.74,1,1,3,5,Lost Customers,1
957,39,5,4868.3,6,3,4,13,At Risk,0
958,35,6,5470.129999999999,6,4,5,15,Potential Loyalist,0
959,77,6,5701.85,4,4,5,13,At Risk,3
960,79,4,5971.35,3,2,6,11,At Risk,3
961,65,3,3792.14,4,1,3,8,Lost Customers,1
962,3,7,5930.2699999999995,10,5,6,21,Loyal Customers,2
963,61,12,12068.12,5,7,10,22,Loyal Customers,2
964,2,5,4224.59,10,3,3,16,Potential Loyalist,0
965,61,4,5232.65,5,2,5,12,At Risk,0
966,14,4,1885.61,9,2,1,12,At Risk,0
967,67,4,5974.77,4,2,6,12,At Risk,3
968,36,6,7331.34,6,4,7,17,Potential Loyalist,3
969,18,5,6968.38,8,3,7,18,Potential Loyalist,2
970,34,5,6237.67,7,3,6,16,Potential Loyalist,0
971,49,5,5862.57,5,3,6,14,At Risk,3
972,176,2,3318.8099999999995,1,1,2,4,Lost Customers,1
973,9,8,12724.26,9,6,10,25,Best Customers,2
974,7,6,6929.71,10,4,7,21,Loyal Customers,2
975,11,8,9093.88,9,6,9,24,Loyal Customers,2
976,171,6,6710.5599999999995,1,4,7,12,At Risk,3
977,42,5,5149.34,6,3,5,14,At Risk,0
978,193,5,4373.97,1,3,3,7,Lost Customers,1
